SNo, Album, SongName, Artist, Time, Price, Genres, Released, Rights
15, Red, Red, Taylor Swift, 3:43,$1.29 ,"Country, Music, Rock, Contemporary Country, Honky Tonk, Pop, Teen Pop", "Oct 22, 2012","2012 Big Machine Records, LLC."
16, Red, Treacherous, Taylor Swift, 4:02,$1.29 ,"Country, Music, Rock, Contemporary Country, Honky Tonk, Pop, Teen Pop","Oct 22, 2012","2012 Big Machine Records, LLC."
17, Red, I Knew You Were Trouble, Taylor Swift, 3:39,$1.29 ,"Country, Music, Rock, Contemporary Country, Honky Tonk, Pop, Teen Pop","Oct 22, 2012","2012 Big Machine Records, LLC."
18, Red, All Too Well, Taylor Swift, 5:29,$1.29 ,"Country, Music, Rock, Contemporary Country, Honky Tonk, Pop, Teen Pop", "Oct 22, 2012","2012 Big Machine Records, LLC."
19, Red,22, Taylor Swift, 3:52, $1.29 ," Country, Music, Rock, Contemporary Country, Honky Tonk, Pop, Teen Pop","Oct 22, 2012","2012 Big Machine Records, LLC."
20, Red, I Almost Do, Taylor Swift, 4:04, $1.29 ,"Country, Music, Rock, Contemporary Country, Honky Tonk, Pop, Teen Pop","Oct 22, 2012","2012 Big Machine Records, LLC."
21, Red, We Are Never Ever Getting Back Together, Taylor Swift, 3:13, $1.29 ,"Country, Music, Rock, Contemporary Country, Honky Tonk, Pop, Teen Pop","Oct 22, 2012","2012 Big Machine Records, LLC."
22, Red, Stay Stay Stay, Taylor Swift, 3:25, $1.29 ,"Country, Music, Rock, Contemporary Country, Honky Tonk, Pop, Teen Pop", "Oct 22, 2012","2012 Big Machine Records, LLC."
23, Red, Last Time (feat. Gary Lightbody), Taylor Swift, 4:59,$1.29 ,"Country, Music, Rock, Contemporary Country, Honky Tonk, Pop, Teen Pop","Oct 22, 2012","2012 Big Machine Records, LLC."
24, Red, Holy Ground, Taylor Swift, 3:22,$1.29 ,"Country, Music, Rock, Contemporary Country, Honky Tonk, Pop, Teen Pop","Oct 22, 2012","2012 Big Machine Records, LLC."
25, Red, Sad Beautiful Tragic, Taylor Swift, 4:44, $1.29 ,"Country, Music, Rock, Contemporary Country, Honky Tonk, Pop, Teen Pop","Oct 22, 2012","2012 Big Machine Records, LLC."
26, Red, Lucky One, Taylor Swift, 4:00, $1.29 ,"Country, Music, Rock, Contemporary Country, Honky Tonk, Pop, Teen Pop","Oct 22, 2012","2012 Big Machine Records, LLC."
27, Red, Everything Has Changed (feat. Ed Sheeran), Taylor Swift, 4:05, $1.29 ,"Country, Music, Rock, Contemporary Country, Honky Tonk, Pop, Teen Pop","Oct 22, 2012","2012 Big Machine Records, LLC."
28, Red, Starlight, Taylor Swift, 3:40, $1.29 ,"Country, Music, Rock, Contemporary Country, Honky Tonk, Pop, Teen Pop","Oct 22, 2012","2012 Big Machine Records, LLC."
29, Red, Begin Again, Taylor Swift, 3:57, $1.29 ,"Country, Music, Rock, Contemporary Country, Honky Tonk, Pop, Teen Pop","Oct 22, 2012","2012 Big Machine Records, LLC."
30, Fearless, Fearless, Taylor Swift, 4:01, $1.29 ,"Country, Music, Rock, Honky Tonk, Pop, Adult Contemporary, Contemporary Country","Nov 11, 2008","2008 Big Machine Records, LLC"
31, Fearless, Fifteen, Taylor Swift, 4:54, $1.29 ,"Country, Music, Rock, Honky Tonk, Pop, Adult Contemporary, Contemporary Country","Nov 11, 2008","2008 Big Machine Records, LLC"
32, Fearless, Love Story, Taylor Swift, 3:55, $1.29 ,"Country, Music, Rock, Honky Tonk, Pop, Adult Contemporary, Contemporary Country","Nov 11, 2008","2008 Big Machine Records, LLC"
33, Fearless, Hey Stephen, Taylor Swift, 4:14, $1.29 ,"Country, Music, Rock, Honky Tonk, Pop, Adult Contemporary, Contemporary Country","Nov 11, 2008","2008 Big Machine Records, LLC"
34, Fearless, White Horse, Taylor Swift, 3:54, $1.29 ,"Country, Music, Rock, Honky Tonk, Pop, Adult Contemporary, Contemporary Country","Nov 11, 2008","2008 Big Machine Records, LLC"
35, Fearless, You Belong With Me, Taylor Swift, 3:51, $1.29 ,"Country, Music, Rock, Honky Tonk, Pop, Adult Contemporary, Contemporary Country","Nov 11, 2008","2008 Big Machine Records, LLC"
36, Fearless, Breathe (feat. Colbie Caillat), Taylor Swift, 4:23, $1.29 ,"Country, Music, Rock, Honky Tonk, Pop, Adult Contemporary, Contemporary Country","Nov 11, 2008","2008 Big Machine Records, LLC"
37, Fearless, Tell Me Why, Taylor Swift, 3:20,$1.29 ,"Country, Music, Rock, Honky Tonk, Pop, Adult Contemporary, Contemporary Country","Nov 11, 2008","2008 Big Machine Records, LLC"
38, Fearless, You're Not Sorry, Taylor Swift, 4:21,$1.29 ,"Country, Music, Rock, Honky Tonk, Pop, Adult Contemporary, Contemporary Country","Nov 11, 2008","2008 Big Machine Records, LLC"
39, Fearless, Way I Loved You, Taylor Swift, 4:04, $1.29 ,"Country, Music, Rock, Honky Tonk, Pop, Adult Contemporary, Contemporary Country","Nov 11, 2008","2008 Big Machine Records, LLC"
40, Fearless, Forever & Always, Taylor Swift, 3:45, $1.29 ,"Country, Music, Rock, Honky Tonk, Pop, Adult Contemporary, Contemporary Country", "Nov 11, 2008","2008 Big Machine Records, LLC"
41, Fearless, Best Day, Taylor Swift, 4:05, $1.29 ,"Country, Music, Rock, Honky Tonk, Pop, Adult Contemporary, Contemporary Country","Nov 11, 2008","2008 Big Machine Records, LLC"
42, Fearless, Change, Taylor Swift, 4:40, $1.29 ,"Country", Music, Rock, Honky Tonk, Pop, Adult Contemporary, Contemporary Country","Nov 11, 2008","2008 Big Machine Records, LLC"
43, Speak Now, Mine, Taylor Swift, 3:50, $1.29 ,"Country, Music, Honky Tonk, Rock, Contemporary Country","Oct 25, 2010","2010 Big Machine Records, LLC."
44, Speak Now, Sparks Fly, Taylor Swift, 4:20, $1.29 ,"Country, Music, Honky Tonk, Rock, Contemporary Country","Oct 25, 2010","2010 Big Machine Records, LLC."
45, Speak Now, Back to December, Taylor Swift, 4:53, $1.29 ,"Country, Music, Honky Tonk, Rock, Contemporary Country","Oct 25, 2010","2010 Big Machine Records, LLC."
46, Speak Now, Speak Now, Taylor Swift, 4:00, $1.29 ,"Country, Music, Honky Tonk, Rock, Contemporary Country","Oct 25, 2010","2010 Big Machine Records, LLC."
47, Speak Now, Dear John, Taylor Swift, 6:43,$1.29 ,"Country, Music, Honky Tonk, Rock, Contemporary Country","Oct 25, 2010","2010 Big Machine Records, LLC."
48, Speak Now, Mean, Taylor Swift, 3:57,$1.29 ,"Country, Music, Honky Tonk, Rock, Contemporary Country","Oct 25, 2010","2010 Big Machine Records, LLC."
49, Speak Now, Story of Us, Taylor Swift, 4:25, $1.29 ,"Country, Music, Honky Tonk, Rock, Contemporary Country","Oct 25, 2010","2010 Big Machine Records, LLC."
50, Speak Now, Never Grow Up, Taylor Swift, 4:50, $1.29 ,"Country, Music, Honky Tonk, Rock, Contemporary Country","Oct 25, 2010","2010 Big Machine Records, LLC."
51, Speak Now, Enchanted, Taylor Swift, 5:52,$1.29 ,"Country, Music, Honky Tonk, Rock, Contemporary Country","Oct 25, 2010","2010 Big Machine Records, LLC."
52, Speak Now, Better Than Revenge, Taylor Swift, 3:37, $1.29 ,"Country, Music, Honky Tonk, Rock, Contemporary Country","Oct 25, 2010","2010 Big Machine Records,LLC."
53, Speak Now, Innocent, Taylor Swift, 5:02, $1.29 ,Country, Music, Honky Tonk, Rock, Contemporary Country"," "Oct 25, 2010","2010 Big Machine Records, LLC"
54, Speak Now, Haunted, Taylor Swift, 4:02, $1.29 ,"Country, Music, Honky Tonk, Rock, Contemporary Country","Oct 25, 2010","2010 Big Machine Records, LLC."
55, Speak Now, Last Kiss, Taylor Swift, 6:07, $1.29 ,"Country, Music, Honky Tonk, Rock, Contemporary Country","Oct 25, 2010","2010 Big Machine Records, LLC."
56, Speak Now, Long Live, Taylor Swift, 5:17, $1.29 ,"Country, Music, Honky Tonk, Rock, Contemporary Country","Oct 25, 2010","2010 Big Machine Records, LLC."
57, Taylor Swift (Bonus Track Version), Tim McGraw, Taylor Swift, 3:52, $1.29 ,"Country, Music, Pop, Teen Pop, Honky Tonk, Contemporary Country, Rock","Oct 24, 2006","2008 Big Machine Records,LLC"
58, Taylor Swift (Bonus Track Version), Picture to Burn, Taylor Swift, 2:53, $1.29 ,"Country, Music, Pop, Teen Pop, Honky Tonk, Contemporary Country, Rock", "Oct 24, 2006","2008 Big Machine Records,LLC"
59, Taylor Swift (Bonus Track Version), Teardrops On My Guitar (Radio Single Remix), Taylor Swift, 3:23, $1.29 ,"Country, Music, Pop, Teen Pop, Honky Tonk, Contemporary Country, Rock","Oct 24, 2006","2008 Big Machine Records,LLC"
60, Taylor Swift (Bonus Track Version), Place In This World, Taylor Swift, 3:19, $1.29 ,"Country, Music, Pop, Teen Pop, Honky Tonk, Contemporary Country, Rock","Oct 24, 2006","2008 Big Machine Records, LLC"
61, Taylor Swift (Bonus Track Version), Cold As You, Taylor Swift, 3:59, $1.29 ,"Country, Music, Pop, Teen Pop, Honky Tonk, Contemporary Country, Rock","Oct 24, 2006","2008 Big Machine Records,LLC"
62, Taylor Swift (Bonus Track Version), Outside, Taylor Swift, 3:27, $1.29 ,"Country, Music, Pop, Teen Pop, Honky Tonk, Contemporary Country, Rock","Oct 24, 2006","2008 Big Machine Records,LLC"
63, Taylor Swift (Bonus Track Version), Tied Together With a Smile, Taylor Swift, 4:08,$1.29 ,"Country, Music, Pop, Teen Pop, Honky Tonk, Contemporary Country, Rock"," Oct 24, 2006","2008 Big Machine Records,LLC"
64, Taylor Swift (Bonus Track Version), Stay Beautiful, Taylor Swift, 3:56,$1.29 ,"Country, Music, Pop, Teen Pop, Honky Tonk, Contemporary Country, Rock","Oct 24,2006","2008 Big Machine Records,LLC"
65, Taylor Swift (Bonus Track Version), Should've Said No, Taylor Swift, 4:02, $1.29 ,"Country, Music, Pop, Teen Pop, Honky Tonk, Contemporary Country, Rock","Oct 24, 2006","2008 Big Machine Records, LLC" 
66, Taylor Swift (Bonus Track Version), Mary's Song (Oh My My My), Taylor Swift, 3:33, $1.29 ,"Country, Music, Pop, Teen Pop, Honky Tonk, Contemporary Country, Rock","Oct 24, 2006","2008 Big Machine Records, LLC"
67, Taylor Swift (Bonus Track Version), Our Song, Taylor Swift, 3:21,$1.29 ,"Country, Music, Pop, Teen Pop, Honky Tonk, Contemporary Country, Rock","Oct 24, 2006","2008 Big Machine Records, LLC"
68, Taylor Swift (Bonus Track Version), I'm Only Me When I'm With You, Taylor Swift, 3:33,$1.29 ,"Country, Music, Pop, Teen Pop, Honky Tonk, Contemporary Country, Rock","Oct 24, 2006","2008 Big Machine Records, LLC"
69, Taylor Swift (Bonus Track Version), Invisible, Taylor Swift, 3:23,$1.29 ,"Country, Music, Pop, Teen Pop, Honky Tonk, Contemporary Country, Rock","Oct 24, 2006","2008 Big Machine Records, LLC"
70, Taylor Swift (Bonus Track Version), Perfectly Good Heart, Taylor Swift, 3:40,$1.29 ,"Country, Music, Pop, Teen Pop, Honky Tonk, Contemporary Country, Rock","Oct 24, 2006","2008 Big Machine Records, LLC"
71, Taylor Swift (Bonus Track Version), Teardrops On My Guitar (Pop Version), Taylor Swift, 2:59,$0.99 ,"Country, Music, Pop, Teen Pop, Honky Tonk, Contemporary Country, Rock","Oct 24, 2006","2008 Big Machine Records, LLC"
72, The Taylor Swift Holiday Collection - EP, Last Christmas, Taylor Swift, 3:28,$1.29 ,"Holiday, Music, Country, Honky Tonk, Christmas","Oct 14, 2007","2008 Big Machine Records, LLC"
73, The Taylor Swift Holiday Collection - EP, Christmases When You Were Mine, Taylor Swift, 3:04,$1.29 ,"Holiday, Music, Country, Honky Tonk, Christmas","Oct 14, 2007","2008 Big Machine Records, LLC"
74, The Taylor Swift Holiday Collection - EP, Santa Baby, Taylor Swift, 2:38,$1.29 ," Holiday, Music, Country, Honky Tonk," Christmas","Oct 14, 2007","2008 Big Machine Records, LLC"
75, The Taylor Swift Holiday Collection - EP, Silent Night, Taylor Swift, 3:29,$1.29 ,"Holiday, Music, Country, Honky Tonk, Christmas","Oct 14, 2007","2008 Big Machine Records, LLC"
76, The Taylor Swift Holiday Collection - EP, Christmas Must Be Something More, Taylor Swift, 3:52,$1.29 ,"Holiday, Music, Country, Honky Tonk, Christmas","Oct 14, 2007","2008 Big Machine Records, LLC"
77, The Taylor Swift Holiday Collection - EP, White Christmas, Taylor Swift, 2:34,$1.29 ,"Holiday, Music, Country, Honky Tonk, Christmas","Oct 14, 2007","2008 Big Machine Records, LLC"
78, Fearless (Platinum Edition), Jump Then Fall, Taylor Swift, 3:57,$1.29 ," Country, Music", "Oct 26, 2009","2009 Big Machine Records, LLC"
79, Fearless (Platinum Edition), Untouchable, Taylor Swift, 5:11,$1.29 ,"Country, Music","Oct 26, 2009","2009 Big Machine Records, LLC"
80, Fearless (Platinum Edition), Forever & Always (Piano Version), Taylor Swift, 4:27,$1.29 ,"Country,Music", "Oct 26, 2009","2009 Big Machine Records, LLC"
81, Fearless (Platinum Edition), Come In With the Rain, Taylor Swift, 3:58,$1.29 ,"Country, Music","Oct 26, 2009","2009 Big Machine Records, LLC"
82, Fearless (Platinum Edition), SuperStar, Taylor Swift, 4:21,$1.29 ,"Country, Music","Oct 26, 2009","2009 Big Machine Records, LLC"
83, Fearless (Platinum Edition), Other Side of the Door, Taylor Swift, 3:57,$1.29 ,"Country, Music","Oct 26, 2009","2009 Big Machine Records, LLC"
84, Fearless (Platinum Edition), Fearless, Taylor Swift, 4:02,$1.29 ,"Country, Music","Oct 26, 2009","2009 Big Machine Records, LLC"
85, Fearless (Platinum Edition), Fifteen, Taylor Swift, 4:54,$1.29 ,"Country, Music","Oct 26, 2009","2009 Big Machine Records, LLC"
86, Fearless (Platinum Edition), Love Story, Taylor Swift, 3:55,$1.29 ,"Country, Music","Oct 26, 2009","2009 Big Machine Records, LLC"
87, Fearless (Platinum Edition), Hey Stephen, Taylor Swift, 4:14,$1.29 ,"Country, Music","Oct 26, 2009","2009 Big Machine Records, LLC"
88, Fearless (Platinum Edition), White Horse, Taylor Swift, 3:54,$1.29 ,"Country, Music","Oct 26, 2009","2009 Big Machine Records, LLC"
89, Fearless (Platinum Edition), You Belong With Me, Taylor Swift, 3:51,$1.29 ,"Country, Music","Oct 26, 2009","2009 Big Machine Records, LLC"
90, Fearless (Platinum Edition), Breathe (feat. Colbie Caillat), Taylor Swift, 4:23,$1.29 ,"Country, Music","Oct 26, 2009","2009 Big Machine Records, LLC"
91, Fearless (Platinum Edition), Tell Me Why, Taylor Swift, 3:20,$1.29 ,"Country, Music","Oct 26, 2009","2009 Big Machine Records, LLC"
92, Fearless (Platinum Edition), You're Not Sorry, Taylor Swift, 4:21,$1.29 ,"Country, Music","Oct 26, 2009","2009 Big Machine Records, LLC"
93, Fearless (Platinum Edition), Way I Loved You, Taylor Swift, 4:04,$1.29 ,"Country, Music","Oct 26, 2009","2009 Big Machine Records, LLC"
94, Fearless (Platinum Edition), Forever & Always, Taylor Swift, 3:45,$1.29 ,"Country, Music","Oct 26, 2009","2009 Big Machine Records, LLC"
95, Fearless (Platinum Edition), Best Day, Taylor Swift, 4:05,$1.29 ,"Country, Music","Oct 26, 2009","2009 Big Machine Records, LLC"
96, Fearless (Platinum Edition), Change, Taylor Swift, 4:41,$1.29 ,"Country, Music","Oct 26, 2009","2009 Big Machine Records, LLC"
97, Fearless (Platinum Edition), Change, Taylor Swift, 4:32,$1.99 ,"Country, Music","Oct 26, 2009","2009 Big Machine Records, LLC"
98, Fearless (Platinum Edition), Best Day, Taylor Swift, 4:35,$1.99 ,"Country, Music","Oct 26, 2009","2009 Big Machine Records, LLC"
99, Fearless (Platinum Edition), Love Story, Taylor Swift, 3:56,$1.99 ,"Country, Music","Oct 26, 2009","2009 Big Machine Records, LLC"
100, Fearless (Platinum Edition), White Horse, Taylor Swift, 4:04,$1.99 ,"Country, Music","Oct 26, 2009","2009 Big Machine Records, LLC"
101, Fearless (Platinum Edition), You Belong With Me, Taylor Swift, 3:48,$1.99 ,"Country, Music","Oct 26, 2009","2009 Big Machine Records, LLC"
102, Fearless (Platinum Edition), Love Story (On the Set Behind the Scenes), Taylor Swift, 22:04,,"Country, Music","Oct 26, 2009","2009 Big Machine Records, LLC"
103, Fearless (Platinum Edition), White Horse (On the Set Behind the Scenes), Taylor Swift, 20:45,,"Country, Music","Oct 26, 2009","2009 Big Machine Records, LLC"
104, Fearless (Platinum Edition), You Belong With Me (On the Set Behind the Scenes), Taylor Swift, 20:48,,"Country, Music","Oct 26, 2009","2009 Big Machine Records, LLC"
105, Fearless (Platinum Edition), Fearless Tour 2009 First Show Behind the Scenes, Taylor Swift, 10:42,,"Country, Music","Oct 26, 2009","2009 Big Machine Records, LLC"
106, Fearless (Platinum Edition), Thug Story (CMT Awards), Taylor Swift, 1:27,1.29,"Country, Music","Oct 26, 2009","2009 Big Machine Records, LLC"
107, iTunes Live from SoHo, Umbrella (Live), Taylor Swift, 1:29,$1.29 ,"Country, Music, Pop, Teen Pop, Contemporary Country","Jan 15, 2008","2007 Big Machine Records, LLC" 
108, iTunes Live from SoHo, Our Song (Live), Taylor Swift, 3:29,$1.29 ,"Country, Music, Pop, Teen Pop, Contemporary Country","Jan 15, 2008","2007 Big Machine Records, LLC" 
109, iTunes Live from SoHo, Teardrops On My Guitar (Live), Taylor Swift, 3:24,$1.29 ,"Country, Music, Pop, Teen Pop, Contemporary Country","Jan 15, 2008","2007 Big Machine Records, LLC" 
110, iTunes Live from SoHo, Should've Said No (Live), Taylor Swift, 4:27,$1.29 ,"Country, Music, Pop, Teen Pop, Contemporary Country","Jan 15, 2008","2007 Big Machine Records, LLC"
111, iTunes Live from SoHo, Place In This World (Live), Taylor Swift, 3:24,$1.29 ,"Country, Music, Pop, Teen Pop, Contemporary Country","Jan 15, 2008","2007 Big Machine Records, LLC"
112, iTunes Live from SoHo, Mary's Song (Oh My My My) [Live], Taylor Swift, 3:47,$1.29 ,"Country, Music, Pop, Teen Pop, Contemporary Country","Jan 15, 2008","2007 Big Machine Records,LLC"
113, iTunes Live from SoHo, Tim McGraw (Live), Taylor Swift, 4:00,$1.29 ,"Country, Music, Pop, Teen Pop, Contemporary Country","Jan 15, 2008","2007 Big Machine Records,LLC"
114, iTunes Live from SoHo, Picture to Burn (Live), Taylor Swift, 3:33,$1.29 ,"Country, Music, Pop, Teen Pop, Contemporary Country","Jan 15, 2008","2007 Big Machine Records,LLC"
115, Speak Now - World Tour Live, Sparks Fly (Live), Taylor Swift, 5:36,$1.29 ,"Country, Music, Honky Tonk, Rock, Contemporary Country","Nov 21, 2011","2011 Big Machine Records, LLC"
116, Speak Now - World Tour Live, Mine (Live), Taylor Swift, 4:19,$1.29 ,"Country, Music, Honky Tonk, Rock, Contemporary Country","Nov 21, 2011","2011 Big Machine Records, LLC"
117, Speak Now - World Tour Live, Story of Us (Live), Taylor Swift, 4:50,$1.29 ,"Country, Music, Honky Tonk, Rock, Contemporary Country","Nov 21, 2011","2011 Big Machine Records, LLC"
118, Speak Now - World Tour Live, Mean (Live), Taylor Swift, 4:06,$1.29 ,"Country, Music, Honky Tonk, Rock, Contemporary Country","Nov 21, 2011","2011 Big Machine Records, LLC"
119, Speak Now - World Tour Live, Ours (Live), Taylor Swift, 4:05,$1.29 ,"Country, Music, Honky Tonk, Rock, Contemporary Country","Nov 21, 2011","2011 Big Machine Records, LLC"
120, Speak Now - World Tour Live, Back to December / Apologize / You're Not Sorry (Live), Taylor Swift, 6:02,$1.29 ,"Country, Music, Honky Tonk, Rock, Contemporary Country","Nov 21, 2011","2011 Big Machine Records, LLC"
121, Speak Now - World Tour Live, Better Than Revenge (Live), Taylor Swift, 5:44,$1.29 ,"Country, Music, Honky Tonk, Rock, Contemporary Country","Nov 21, 2011","2011 Big Machine Records, LLC"
122, Speak Now - World Tour Live, Speak Now (Live), Taylor Swift, 4:08,$1.29 ,"Country, Music, Honky Tonk, Rock, Contemporary Country","Nov 21, 2011","2011 Big Machine Records, LLC"
123, Speak Now - World Tour Live, Last Kiss (Live), Taylor Swift, 6:09,$1.29 ,"Country, Music, Honky Tonk, Rock, Contemporary Country","Nov 21, 2011","2011 Big Machine Records, LLC"
124, Speak Now - World Tour Live, Drops of Jupiter (Live), Taylor Swift, 5:15,$1.29 ,"Country, Music, Honky Tonk, Rock, Contemporary Country","Nov 21, 2011","2011 Big Machine Records, LLC"
125, Speak Now - World Tour Live, Bette Davis Eyes (Live), Taylor Swift, 3:09,$1.29 ,"Country, Music, Honky Tonk, Rock, Contemporary Country","Nov 21, 2011","2011 Big Machine Records, LLC"
126, Speak Now - World Tour Live, I Want You Back (Live), Taylor Swift, 1:23,$1.29 ,"Country, Music, Honky Tonk, Rock, Contemporary Country","Nov 21, 2011","2011 Big Machine Records, LLC"
127, Speak Now - World Tour Live, Dear John (Live), Taylor Swift, 6:44,$1.29 ,"Country, Music, Honky Tonk, Rock, Contemporary Country","Nov 21, 2011","2011 Big Machine Records, LLC"
128, Speak Now - World Tour Live, Enchanted (Live), Taylor Swift, 6:29,$1.29 ,"Country, Music, Honky Tonk, Rock, Contemporary Country","Nov 21, 2011","2011 Big Machine Records, LLC"
129, Speak Now - World Tour Live, Haunted (Live), Taylor Swift, 4:52,$1.29 ,"Country, Music, Honky Tonk, Rock, Contemporary Country","Nov 21, 2011","2011 Big Machine Records, LLC"
130, Speak Now - World Tour Live, Long Live (Live), Taylor Swift, 6:16,$1.29 ,"Country, Music, Honky Tonk, Rock, Contemporary Country","Nov 21, 2011","2011 Big Machine Records, LLC"
131, Speak Now - World Tour Live, Speak Now - World Tour Live Concert (Live 2011), Taylor Swift, 2:16,-1,"Country, Music, Honky Tonk, Rock, Contemporary Country","Nov 21, 2011","2011 Big Machine Records, LLC"
132, Taylor Swift Karaoke: Fearless (Instrumentals With Background Vocals), Fearless (Instrumental With Background Vocals), Taylor Swift, 4:06,$0.99 ,"Country, Music","Apr 07, 2009","2009 Big Machine Records, LLC"
133, Taylor Swift Karaoke: Fearless (Instrumentals With Background Vocals), Fifteen (Instrumental With Background Vocals), Taylor Swift, 4:58,$0.99 ,"Country, Music","Apr 07, 2009","2009 Big Machine Records, LLC"
134, Taylor Swift Karaoke: Fearless (Instrumentals With Background Vocals), Love Story (Instrumental With Background Vocals), Taylor Swift, 3:59,$0.99 ,"Country, Music","Apr 07, 2009","2009 Big Machine Records, LLC"
135, Taylor Swift Karaoke: Fearless (Instrumentals With Background Vocals), Hey Stephen (Instrumental With Background Vocals), Taylor Swift, 4:19,$0.99 ,"Country, Music","Apr 07, 2009","2009 Big Machine Records, LLC"
136, Taylor Swift Karaoke: Fearless (Instrumentals With Background Vocals), White Horse (Instrumental With Background Vocals), Taylor Swift, 3:58,$0.99 ,"Country, Music","Apr 07, 2009","2009 Big Machine Records, LLC"
137, Taylor Swift Karaoke: Fearless (Instrumentals With Background Vocals), You Belong With Me (Instrumental With Background Vocals), Taylor Swift, 3:57,$0.99 ,"Country, Music","Apr 07, 2009","2009 Big Machine Records, LLC"
138, Taylor Swift Karaoke: Fearless (Instrumentals With Background Vocals),"Breathe (Instrumental Only, No Background Vocals)", Taylor Swift, 4:28,$0.99 ,"Country, Music","Apr 07, 2009","2009 Big Machine Records, LLC"
139, Taylor Swift Karaoke: Fearless (Instrumentals With Background Vocals), Tell Me Why (Instrumental With Background Vocals), Taylor Swift, 3:24,$0.99 ,"Country, Music","Apr 07, 2009","2009 Big Machine Records, LLC"
140, Taylor Swift Karaoke: Fearless (Instrumentals With Background Vocals), You're Not Sorry (Instrumental With Background Vocals), Taylor Swift, 4:24,$0.99 ,"Country, Music","Apr 07, 2009","2009 Big Machine Records, LLC"
141, Taylor Swift Karaoke: Fearless (Instrumentals With Background Vocals), Way I Loved You (Instrumental With Background Vocals), Taylor Swift, 4:06,$0.99 ,"Country, Music","Apr 07, 2009","2009 Big Machine Records, LLC"
142, Taylor Swift Karaoke: Fearless (Instrumentals With Background Vocals), Forever & Always (Instrumental With Background Vocals), Taylor Swift, 3:48,$0.99 ,"Country, Music","Apr 07, 2009","2009 Big Machine Records, LLC"
143, Taylor Swift Karaoke: Fearless (Instrumentals With Background Vocals), Best Day (Instrumental With Background Vocals), Taylor Swift, 4:10,$0.99 ,"Country, Music","Apr 07, 2009","2009 Big Machine Records, LLC"
144, Taylor Swift Karaoke: Fearless (Instrumentals With Background Vocals), Change (Instrumental With Background Vocals), Taylor Swift, 4:40,$0.99 ,"Country, Music","Apr 07, 2009","2009 Big Machine Records, LLC"
145, Taylor Swift Karaoke: 1989, Welcome To New York (Karaoke Version), Taylor Swift, 3:29,$1.29 ,"Pop, Music, Adult Contemporary, Dance, Teen Pop, Country, Rock","Mar 03,2015","2014 Big Machine Records, LLC"
146, Taylor Swift Karaoke: 1989, Blank Space (Karaoke Version), Taylor Swift, 3:48,$1.29 ,"Pop, Music, Adult Contemporary, Dance, Teen Pop, Country, Rock","Mar 03, 2015","2014 Big Machine Records, LLC"
147, Taylor Swift Karaoke: 1989, Style (Karaoke Version), Taylor Swift, 3:50,$1.29 ,"Pop, Music, Adult Contemporary, Dance, Teen Pop, Country, Rock","Mar 03, 2015","2014 Big Machine Records, LLC"
148, Taylor Swift Karaoke: 1989, Out of the Woods (Karaoke Version), Taylor Swift, 3:53,$1.29 ,"Pop, Music, Adult Contemporary, Dance, Teen Pop, Country, Rock","Mar 03, 2015","2014 Big Machine Records, LLC"
149, Taylor Swift Karaoke: 1989, All You Had To Do Was Stay (Karaoke Version), Taylor Swift, 3:11,$1.29 ,"Pop, Music, Adult Contemporary, Dance, Teen Pop, Country, Rock","Mar 03, 2015","2014 Big Machine Records, LLC"
