Id,Album,Genres,Label,Time,TrackName,Price, Artist,Released
17, Red,"Country, Music, Rock, Contemporary Country, Honky Tonk, Pop, Teen Pop","2012 Big Machine Records, LLC.", 3:39, I Knew You Were Trouble,$1.29 , Taylor Swift,22-Oct-12
18, Red,"Country, Music, Rock, Contemporary Country, Honky Tonk, Pop, Teen Pop","2013 Big Machine Records, LLC.", 5:29, All Too Well,$1.29 , Taylor Swift,23-Oct-12
19, Red," Country, Music, Rock, Contemporary Country, Honky Tonk, Pop, Teen Pop","2012 Big Machine Records, LLC.", 3:52,22,$1.29 , Taylor Swift,22-Oct-12
20, Red,"Country, Music, Rock, Contemporary Country, Honky Tonk, Pop, Teen Pop","2012 Big Machine Records, LLC.", 4:04, I Almost Do,$1.29 , Taylor Swift,22-Oct-12
21, Red,"Country, Music, Rock, Contemporary Country, Honky Tonk, Pop, Teen Pop","2012 Big Machine Records, LLC.", 3:13, We Are Never Ever Getting Back Together,$1.29 , Taylor Swift,22-Oct-12
22, Red,"Country, Music, Rock, Contemporary Country, Honky Tonk, Pop, Teen Pop","2013 Big Machine Records, LLC.", 3:25, Stay Stay Stay,$1.29 , Taylor Swift,23-Oct-12
23, Red,"Country, Music, Rock, Contemporary Country, Honky Tonk, Pop, Teen Pop","2012 Big Machine Records, LLC.", 4:59, Last Time (feat. Gary Lightbody),$1.29 , Taylor Swift,22-Oct-12
24, Red,"Country, Music, Rock, Contemporary Country, Honky Tonk, Pop, Teen Pop","2012 Big Machine Records, LLC.", 3:22, Holy Ground,$1.29 , Taylor Swift,22-Oct-12
25, Red,"Country, Music, Rock, Contemporary Country, Honky Tonk, Pop, Teen Pop","2012 Big Machine Records, LLC.", 4:44, Sad Beautiful Tragic,$1.29 , Taylor Swift,22-Oct-12
26, Red,"Country, Music, Rock, Contemporary Country, Honky Tonk, Pop, Teen Pop","2012 Big Machine Records, LLC.", 4:00, Lucky One,$1.29 , Taylor Swift,22-Oct-12
27, Red,"Country, Music, Rock, Contemporary Country, Honky Tonk, Pop, Teen Pop","2012 Big Machine Records, LLC.", 4:05, Everything Has Changed (feat. Ed Sheeran),$1.29 , Taylor Swift,22-Oct-12
28, Red,"Country, Music, Rock, Contemporary Country, Honky Tonk, Pop, Teen Pop","2012 Big Machine Records, LLC.", 3:40, Starlight,$1.29 , Taylor Swift,22-Oct-12
29, Red,"Country, Music, Rock, Contemporary Country, Honky Tonk, Pop, Teen Pop","2012 Big Machine Records, LLC.", 3:57, Begin Again,$1.29 , Taylor Swift,22-Oct-12
30, Fearless,"Country, Music, Rock, Honky Tonk, Pop, Adult Contemporary, Contemporary Country","2008 Big Machine Records, LLC", 4:01, Fearless,$1.29 , Taylor Swift,11-Nov-08
31, Fearless,"Country, Music, Rock, Honky Tonk, Pop, Adult Contemporary, Contemporary Country","2008 Big Machine Records, LLC", 4:54, Fifteen,$1.29 , Taylor Swift,11-Nov-08
32, Fearless,"Country, Music, Rock, Honky Tonk, Pop, Adult Contemporary, Contemporary Country","2008 Big Machine Records, LLC", 3:55, Love Story,$1.29 , Taylor Swift,11-Nov-08
33, Fearless,"Country, Music, Rock, Honky Tonk, Pop, Adult Contemporary, Contemporary Country","2008 Big Machine Records, LLC", 4:14, Hey Stephen,$1.29 , Taylor Swift,11-Nov-08
34, Fearless,"Country, Music, Rock, Honky Tonk, Pop, Adult Contemporary, Contemporary Country","2008 Big Machine Records, LLC", 3:54, White Horse,$1.29 , Taylor Swift,11-Nov-08
35, Fearless,"Country, Music, Rock, Honky Tonk, Pop, Adult Contemporary, Contemporary Country","2008 Big Machine Records, LLC", 3:51, You Belong With Me,$1.29 , Taylor Swift,11-Nov-08
36, Fearless,"Country, Music, Rock, Honky Tonk, Pop, Adult Contemporary, Contemporary Country","2008 Big Machine Records, LLC", 4:23, Breathe (feat. Colbie Caillat),$1.29 , Taylor Swift,11-Nov-08
37, Fearless,"Country, Music, Rock, Honky Tonk, Pop, Adult Contemporary, Contemporary Country","2008 Big Machine Records, LLC", 3:20, Tell Me Why,$1.29 , Taylor Swift,11-Nov-08
38, Fearless,"Country, Music, Rock, Honky Tonk, Pop, Adult Contemporary, Contemporary Country","2008 Big Machine Records, LLC", 4:21, You're Not Sorry,$1.29 , Taylor Swift,11-Nov-08
39, Fearless,"Country, Music, Rock, Honky Tonk, Pop, Adult Contemporary, Contemporary Country","2008 Big Machine Records, LLC", 4:04, Way I Loved You,$1.29 , Taylor Swift,11-Nov-08
40, Fearless,"Country, Music, Rock, Honky Tonk, Pop, Adult Contemporary, Contemporary Country","2009 Big Machine Records, LLC", 3:45, Forever & Always,$1.29 , Taylor Swift,11-Nov-08
41, Fearless,"Country, Music, Rock, Honky Tonk, Pop, Adult Contemporary, Contemporary Country","2008 Big Machine Records, LLC", 4:05, Best Day,$1.29 , Taylor Swift,11-Nov-08
42, Fearless,Country,"2009 Big Machine Records, LLC", 4:40, Change,$1.29 , Taylor Swift,11-Nov-08
43, Speak Now,"Country, Music, Honky Tonk, Rock, Contemporary Country","2010 Big Machine Records, LLC.", 3:50, Mine,$1.29 , Taylor Swift,25-Oct-10
44, Speak Now,"Country, Music, Honky Tonk, Rock, Contemporary Country","2010 Big Machine Records, LLC.", 4:20, Sparks Fly,$1.29 , Taylor Swift,25-Oct-10
45, Speak Now,"Country, Music, Honky Tonk, Rock, Contemporary Country","2010 Big Machine Records, LLC.", 4:53, Back to December,$1.29 , Taylor Swift,25-Oct-10
46, Speak Now,"Country, Music, Honky Tonk, Rock, Contemporary Country","2010 Big Machine Records, LLC.", 4:00, Speak Now,$1.29 , Taylor Swift,25-Oct-10
47, Speak Now,"Country, Music, Honky Tonk, Rock, Contemporary Country","2010 Big Machine Records, LLC.", 6:43, Dear John,$1.29 , Taylor Swift,25-Oct-10
48, Speak Now,"Country, Music, Honky Tonk, Rock, Contemporary Country","2010 Big Machine Records, LLC.", 3:57, Mean,$1.29 , Taylor Swift,25-Oct-10
49, Speak Now,"Country, Music, Honky Tonk, Rock, Contemporary Country","2010 Big Machine Records, LLC.", 4:25, Story of Us,$1.29 , Taylor Swift,25-Oct-10
50, Speak Now,"Country, Music, Honky Tonk, Rock, Contemporary Country","2010 Big Machine Records, LLC.", 4:50, Never Grow Up,$1.29 , Taylor Swift,25-Oct-10
51, Speak Now,"Country, Music, Honky Tonk, Rock, Contemporary Country","2010 Big Machine Records, LLC.", 5:52, Enchanted,$1.29 , Taylor Swift,25-Oct-10
52, Speak Now,"Country, Music, Honky Tonk, Rock, Contemporary Country","2010 Big Machine Records,LLC.", 3:37, Better Than Revenge,$1.29 , Taylor Swift,25-Oct-10
53, Speak Now,Country,"2011 Big Machine Records,LLC.", 5:02, Innocent,$1.29 , Taylor Swift,26-Oct-10
54, Speak Now,"Country, Music, Honky Tonk, Rock, Contemporary Country","2010 Big Machine Records, LLC.", 4:02, Haunted,$1.29 , Taylor Swift,25-Oct-10
55, Speak Now,"Country, Music, Honky Tonk, Rock, Contemporary Country","2010 Big Machine Records, LLC.", 6:07, Last Kiss,$1.29 , Taylor Swift,25-Oct-10
56, Speak Now,"Country, Music, Honky Tonk, Rock, Contemporary Country","2010 Big Machine Records, LLC.", 5:17, Long Live,$1.29 , Taylor Swift,25-Oct-10
57, Taylor Swift (Bonus Track Version),"Country, Music, Pop, Teen Pop, Honky Tonk, Contemporary Country, Rock","2008 Big Machine Records,LLC", 3:52, Tim McGraw,$1.29 , Taylor Swift,24-Oct-06
58, Taylor Swift (Bonus Track Version),"Country, Music, Pop, Teen Pop, Honky Tonk, Contemporary Country, Rock","2009 Big Machine Records,LLC", 2:53, Picture to Burn,$1.29 , Taylor Swift,25-Oct-06
59, Taylor Swift (Bonus Track Version),"Country, Music, Pop, Teen Pop, Honky Tonk, Contemporary Country, Rock","2008 Big Machine Records,LLC", 3:23, Teardrops On My Guitar (Radio Single Remix),$1.29 , Taylor Swift,24-Oct-06
60, Taylor Swift (Bonus Track Version),"Country, Music, Pop, Teen Pop, Honky Tonk, Contemporary Country, Rock","2008 Big Machine Records, LLC", 3:19, Place In This World,$1.29 , Taylor Swift,24-Oct-06
61, Taylor Swift (Bonus Track Version),"Country, Music, Pop, Teen Pop, Honky Tonk, Contemporary Country, Rock","2008 Big Machine Records,LLC", 3:59, Cold As You,$1.29 , Taylor Swift,24-Oct-06
62, Taylor Swift (Bonus Track Version),"Country, Music, Pop, Teen Pop, Honky Tonk, Contemporary Country, Rock","2008 Big Machine Records,LLC", 3:27, Outside,$1.29 , Taylor Swift,24-Oct-06
63, Taylor Swift (Bonus Track Version),"Country, Music, Pop, Teen Pop, Honky Tonk, Contemporary Country, Rock","2009 Big Machine Records,LLC", 4:08, Tied Together With a Smile,$1.29 , Taylor Swift,25-Oct-06
64, Taylor Swift (Bonus Track Version),"Country, Music, Pop, Teen Pop, Honky Tonk, Contemporary Country, Rock","2010 Big Machine Records,LLC", 3:56, Stay Beautiful,$1.29 , Taylor Swift,26-Oct-06
65, Taylor Swift (Bonus Track Version),"Country, Music, Pop, Teen Pop, Honky Tonk, Contemporary Country, Rock","2008 Big Machine Records, LLC ", 4:02, Should've Said No,$1.29 , Taylor Swift,24-Oct-06
66, Taylor Swift (Bonus Track Version),"Country, Music, Pop, Teen Pop, Honky Tonk, Contemporary Country, Rock","2008 Big Machine Records, LLC", 3:33, Mary's Song (Oh My My My),$1.29 , Taylor Swift,24-Oct-06
67, Taylor Swift (Bonus Track Version),"Country, Music, Pop, Teen Pop, Honky Tonk, Contemporary Country, Rock","2008 Big Machine Records, LLC", 3:21, Our Song,$1.29 , Taylor Swift,24-Oct-06
68, Taylor Swift (Bonus Track Version),"Country, Music, Pop, Teen Pop, Honky Tonk, Contemporary Country, Rock","2008 Big Machine Records, LLC", 3:33, I'm Only Me When I'm With You,$1.29 , Taylor Swift,24-Oct-06
69, Taylor Swift (Bonus Track Version),"Country, Music, Pop, Teen Pop, Honky Tonk, Contemporary Country, Rock","2008 Big Machine Records, LLC", 3:23, Invisible,$1.29 , Taylor Swift,24-Oct-06
70, Taylor Swift (Bonus Track Version),"Country, Music, Pop, Teen Pop, Honky Tonk, Contemporary Country, Rock","2008 Big Machine Records, LLC", 3:40, Perfectly Good Heart,$1.29 , Taylor Swift,24-Oct-06
71, Taylor Swift (Bonus Track Version),"Country, Music, Pop, Teen Pop, Honky Tonk, Contemporary Country, Rock","2008 Big Machine Records, LLC", 2:59, Teardrops On My Guitar (Pop Version),$0.99 , Taylor Swift,24-Oct-06
72, The Taylor Swift Holiday Collection - EP,"Holiday, Music, Country, Honky Tonk, Christmas","2008 Big Machine Records, LLC", 3:28, Last Christmas,$1.29 , Taylor Swift,14-Oct-07
73, The Taylor Swift Holiday Collection - EP,"Holiday, Music, Country, Honky Tonk, Christmas","2008 Big Machine Records, LLC", 3:04, Christmases When You Were Mine,$1.29 , Taylor Swift,14-Oct-07
74, The Taylor Swift Holiday Collection - EP," Holiday, Music, Country, Honky Tonk, Christmas""","2008 Big Machine Records, LLC", 2:38, Santa Baby,$1.29 , Taylor Swift,14-Oct-07
75, The Taylor Swift Holiday Collection - EP,"Holiday, Music, Country, Honky Tonk, Christmas","2008 Big Machine Records, LLC", 3:29, Silent Night,$1.29 , Taylor Swift,14-Oct-07
76, The Taylor Swift Holiday Collection - EP,"Holiday, Music, Country, Honky Tonk, Christmas","2008 Big Machine Records, LLC", 3:52, Christmas Must Be Something More,$1.29 , Taylor Swift,14-Oct-07
77, The Taylor Swift Holiday Collection - EP,"Holiday, Music, Country, Honky Tonk, Christmas","2008 Big Machine Records, LLC", 2:34, White Christmas,$1.29 , Taylor Swift,14-Oct-07
78, Fearless (Platinum Edition)," Country, Music","2009 Big Machine Records, LLC", 3:57, Jump Then Fall,$1.29 , Taylor Swift,15-Oct-07
79, Fearless (Platinum Edition),"Country, Music","2009 Big Machine Records, LLC", 5:11, Untouchable,$1.29 , Taylor Swift,26-Oct-09
80, Fearless (Platinum Edition),"Country,Music","2010 Big Machine Records, LLC", 4:27, Forever & Always (Piano Version),$1.29 , Taylor Swift,27-Oct-09
81, Fearless (Platinum Edition),"Country, Music","2009 Big Machine Records, LLC", 3:58, Come In With the Rain,$1.29 , Taylor Swift,26-Oct-09
82, Fearless (Platinum Edition),"Country, Music","2009 Big Machine Records, LLC", 4:21, SuperStar,$1.29 , Taylor Swift,26-Oct-09
83, Fearless (Platinum Edition),"Country, Music","2009 Big Machine Records, LLC", 3:57, Other Side of the Door,$1.29 , Taylor Swift,26-Oct-09
84, Fearless (Platinum Edition),"Country, Music","2009 Big Machine Records, LLC", 4:02, Fearless,$1.29 , Taylor Swift,26-Oct-09
85, Fearless (Platinum Edition),"Country, Music","2009 Big Machine Records, LLC", 4:54, Fifteen,$1.29 , Taylor Swift,26-Oct-09
86, Fearless (Platinum Edition),"Country, Music","2009 Big Machine Records, LLC", 3:55, Love Story,$1.29 , Taylor Swift,26-Oct-09
87, Fearless (Platinum Edition),"Country, Music","2009 Big Machine Records, LLC", 4:14, Hey Stephen,$1.29 , Taylor Swift,26-Oct-09
88, Fearless (Platinum Edition),"Country, Music","2009 Big Machine Records, LLC", 3:54, White Horse,$1.29 , Taylor Swift,26-Oct-09
89, Fearless (Platinum Edition),"Country, Music","2009 Big Machine Records, LLC", 3:51, You Belong With Me,$1.29 , Taylor Swift,26-Oct-09
90, Fearless (Platinum Edition),"Country, Music","2009 Big Machine Records, LLC", 4:23, Breathe (feat. Colbie Caillat),$1.29 , Taylor Swift,26-Oct-09
91, Fearless (Platinum Edition),"Country, Music","2009 Big Machine Records, LLC", 3:20, Tell Me Why,$1.29 , Taylor Swift,26-Oct-09
92, Fearless (Platinum Edition),"Country, Music","2009 Big Machine Records, LLC", 4:21, You're Not Sorry,$1.29 , Taylor Swift,26-Oct-09
93, Fearless (Platinum Edition),"Country, Music","2009 Big Machine Records, LLC", 4:04, Way I Loved You,$1.29 , Taylor Swift,26-Oct-09
94, Fearless (Platinum Edition),"Country, Music","2009 Big Machine Records, LLC", 3:45, Forever & Always,$1.29 , Taylor Swift,26-Oct-09
95, Fearless (Platinum Edition),"Country, Music","2009 Big Machine Records, LLC", 4:05, Best Day,$1.29 , Taylor Swift,26-Oct-09
96, Fearless (Platinum Edition),"Country, Music","2009 Big Machine Records, LLC", 4:41, Change,$1.29 , Taylor Swift,26-Oct-09
97, Fearless (Platinum Edition),"Country, Music","2009 Big Machine Records, LLC", 4:32, Change,$1.99 , Taylor Swift,26-Oct-09
98, Fearless (Platinum Edition),"Country, Music","2009 Big Machine Records, LLC", 4:35, Best Day,$1.99 , Taylor Swift,26-Oct-09
99, Fearless (Platinum Edition),"Country, Music","2009 Big Machine Records, LLC", 3:56, Love Story,$1.99 , Taylor Swift,26-Oct-09
100, Fearless (Platinum Edition),"Country, Music","2009 Big Machine Records, LLC", 4:04, White Horse,$1.99 , Taylor Swift,26-Oct-09
101, Fearless (Platinum Edition),"Country, Music","2009 Big Machine Records, LLC", 3:48, You Belong With Me,$1.99 , Taylor Swift,26-Oct-09
102, Fearless (Platinum Edition),"Country, Music","2009 Big Machine Records, LLC", 22:04, Love Story (On the Set Behind the Scenes),, Taylor Swift,26-Oct-09
103, Fearless (Platinum Edition),"Country, Music","2009 Big Machine Records, LLC", 20:45, White Horse (On the Set Behind the Scenes),, Taylor Swift,26-Oct-09
104, Fearless (Platinum Edition),"Country, Music","2009 Big Machine Records, LLC", 20:48, You Belong With Me (On the Set Behind the Scenes),, Taylor Swift,26-Oct-09
105, Fearless (Platinum Edition),"Country, Music","2009 Big Machine Records, LLC", 10:42, Fearless Tour 2009 First Show Behind the Scenes,, Taylor Swift,26-Oct-09
106, Fearless (Platinum Edition),"Country, Music","2009 Big Machine Records, LLC", 1:27, Thug Story (CMT Awards),1.29, Taylor Swift,26-Oct-09
107, iTunes Live from SoHo,"Country, Music, Pop, Teen Pop, Contemporary Country","2007 Big Machine Records, LLC ", 1:29, Umbrella (Live),$1.29 , Taylor Swift,15-Jan-08
108, iTunes Live from SoHo,"Country, Music, Pop, Teen Pop, Contemporary Country","2007 Big Machine Records, LLC ", 3:29, Our Song (Live),$1.29 , Taylor Swift,15-Jan-08
109, iTunes Live from SoHo,"Country, Music, Pop, Teen Pop, Contemporary Country","2007 Big Machine Records, LLC ", 3:24, Teardrops On My Guitar (Live),$1.29 , Taylor Swift,15-Jan-08
110, iTunes Live from SoHo,"Country, Music, Pop, Teen Pop, Contemporary Country","2007 Big Machine Records, LLC", 4:27, Should've Said No (Live),$1.29 , Taylor Swift,15-Jan-08
111, iTunes Live from SoHo,"Country, Music, Pop, Teen Pop, Contemporary Country","2007 Big Machine Records, LLC", 3:24, Place In This World (Live),$1.29 , Taylor Swift,15-Jan-08
112, iTunes Live from SoHo,"Country, Music, Pop, Teen Pop, Contemporary Country","2007 Big Machine Records,LLC", 3:47, Mary's Song (Oh My My My) [Live],$1.29 , Taylor Swift,15-Jan-08
113, iTunes Live from SoHo,"Country, Music, Pop, Teen Pop, Contemporary Country","2007 Big Machine Records,LLC", 4:00, Tim McGraw (Live),$1.29 , Taylor Swift,15-Jan-08
114, iTunes Live from SoHo,"Country, Music, Pop, Teen Pop, Contemporary Country","2007 Big Machine Records,LLC", 3:33, Picture to Burn (Live),$1.29 , Taylor Swift,15-Jan-08
115, Speak Now - World Tour Live,"Country, Music, Honky Tonk, Rock, Contemporary Country","2011 Big Machine Records, LLC", 5:36, Sparks Fly (Live),$1.29 , Taylor Swift,21-Nov-11
116, Speak Now - World Tour Live,"Country, Music, Honky Tonk, Rock, Contemporary Country","2011 Big Machine Records, LLC", 4:19, Mine (Live),$1.29 , Taylor Swift,21-Nov-11
117, Speak Now - World Tour Live,"Country, Music, Honky Tonk, Rock, Contemporary Country","2011 Big Machine Records, LLC", 4:50, Story of Us (Live),$1.29 , Taylor Swift,21-Nov-11
118, Speak Now - World Tour Live,"Country, Music, Honky Tonk, Rock, Contemporary Country","2011 Big Machine Records, LLC", 4:06, Mean (Live),$1.29 , Taylor Swift,21-Nov-11
119, Speak Now - World Tour Live,"Country, Music, Honky Tonk, Rock, Contemporary Country","2011 Big Machine Records, LLC", 4:05, Ours (Live),$1.29 , Taylor Swift,21-Nov-11
120, Speak Now - World Tour Live,"Country, Music, Honky Tonk, Rock, Contemporary Country","2011 Big Machine Records, LLC", 6:02, Back to December / Apologize / You're Not Sorry (Live),$1.29 , Taylor Swift,21-Nov-11
121, Speak Now - World Tour Live,"Country, Music, Honky Tonk, Rock, Contemporary Country","2011 Big Machine Records, LLC", 5:44, Better Than Revenge (Live),$1.29 , Taylor Swift,21-Nov-11
122, Speak Now - World Tour Live,"Country, Music, Honky Tonk, Rock, Contemporary Country","2011 Big Machine Records, LLC", 4:08, Speak Now (Live),$1.29 , Taylor Swift,21-Nov-11
123, Speak Now - World Tour Live,"Country, Music, Honky Tonk, Rock, Contemporary Country","2011 Big Machine Records, LLC", 6:09, Last Kiss (Live),$1.29 , Taylor Swift,21-Nov-11
124, Speak Now - World Tour Live,"Country, Music, Honky Tonk, Rock, Contemporary Country","2011 Big Machine Records, LLC", 5:15, Drops of Jupiter (Live),$1.29 , Taylor Swift,21-Nov-11
125, Speak Now - World Tour Live,"Country, Music, Honky Tonk, Rock, Contemporary Country","2011 Big Machine Records, LLC", 3:09, Bette Davis Eyes (Live),$1.29 , Taylor Swift,21-Nov-11
126, Speak Now - World Tour Live,"Country, Music, Honky Tonk, Rock, Contemporary Country","2011 Big Machine Records, LLC", 1:23, I Want You Back (Live),$1.29 , Taylor Swift,21-Nov-11
127, Speak Now - World Tour Live,"Country, Music, Honky Tonk, Rock, Contemporary Country","2011 Big Machine Records, LLC", 6:44, Dear John (Live),$1.29 , Taylor Swift,21-Nov-11
128, Speak Now - World Tour Live,"Country, Music, Honky Tonk, Rock, Contemporary Country","2011 Big Machine Records, LLC", 6:29, Enchanted (Live),$1.29 , Taylor Swift,21-Nov-11
129, Speak Now - World Tour Live,"Country, Music, Honky Tonk, Rock, Contemporary Country","2011 Big Machine Records, LLC", 4:52, Haunted (Live),$1.29 , Taylor Swift,21-Nov-11
130, Speak Now - World Tour Live,"Country, Music, Honky Tonk, Rock, Contemporary Country","2011 Big Machine Records, LLC", 6:16, Long Live (Live),$1.29 , Taylor Swift,21-Nov-11
131, Speak Now - World Tour Live,"Country, Music, Honky Tonk, Rock, Contemporary Country","2011 Big Machine Records, LLC", 2:16, Speak Now - World Tour Live Concert (Live 2011),, Taylor Swift,21-Nov-11
132, Taylor Swift Karaoke: Fearless (Instrumentals With Background Vocals),"Country, Music","2009 Big Machine Records, LLC", 4:06, Fearless (Instrumental With Background Vocals),$0.99 , Taylor Swift,7-Apr-09
133, Taylor Swift Karaoke: Fearless (Instrumentals With Background Vocals),"Country, Music","2009 Big Machine Records, LLC", 4:58, Fifteen (Instrumental With Background Vocals),$0.99 , Taylor Swift,7-Apr-09
134, Taylor Swift Karaoke: Fearless (Instrumentals With Background Vocals),"Country, Music","2009 Big Machine Records, LLC", 3:59, Love Story (Instrumental With Background Vocals),$0.99 , Taylor Swift,7-Apr-09
135, Taylor Swift Karaoke: Fearless (Instrumentals With Background Vocals),"Country, Music","2009 Big Machine Records, LLC", 4:19, Hey Stephen (Instrumental With Background Vocals),$0.99 , Taylor Swift,7-Apr-09
136, Taylor Swift Karaoke: Fearless (Instrumentals With Background Vocals),"Country, Music","2009 Big Machine Records, LLC", 3:58, White Horse (Instrumental With Background Vocals),$0.99 , Taylor Swift,7-Apr-09
137, Taylor Swift Karaoke: Fearless (Instrumentals With Background Vocals),"Country, Music","2009 Big Machine Records, LLC", 3:57, You Belong With Me (Instrumental With Background Vocals),$0.99 , Taylor Swift,7-Apr-09
138, Taylor Swift Karaoke: Fearless (Instrumentals With Background Vocals),"Country, Music","2009 Big Machine Records, LLC", 4:28,"Breathe (Instrumental Only, No Background Vocals)",$0.99 , Taylor Swift,7-Apr-09
139, Taylor Swift Karaoke: Fearless (Instrumentals With Background Vocals),"Country, Music","2009 Big Machine Records, LLC", 3:24, Tell Me Why (Instrumental With Background Vocals),$0.99 , Taylor Swift,7-Apr-09
140, Taylor Swift Karaoke: Fearless (Instrumentals With Background Vocals),"Country, Music","2009 Big Machine Records, LLC", 4:24, You're Not Sorry (Instrumental With Background Vocals),$0.99 , Taylor Swift,7-Apr-09
141, Taylor Swift Karaoke: Fearless (Instrumentals With Background Vocals),"Country, Music","2009 Big Machine Records, LLC", 4:06, Way I Loved You (Instrumental With Background Vocals),$0.99 , Taylor Swift,7-Apr-09
142, Taylor Swift Karaoke: Fearless (Instrumentals With Background Vocals),"Country, Music","2009 Big Machine Records, LLC", 3:48, Forever & Always (Instrumental With Background Vocals),$0.99 , Taylor Swift,7-Apr-09
143, Taylor Swift Karaoke: Fearless (Instrumentals With Background Vocals),"Country, Music","2009 Big Machine Records, LLC", 4:10, Best Day (Instrumental With Background Vocals),$0.99 , Taylor Swift,7-Apr-09
144, Taylor Swift Karaoke: Fearless (Instrumentals With Background Vocals),"Country, Music","2009 Big Machine Records, LLC", 4:40, Change (Instrumental With Background Vocals),$0.99 , Taylor Swift,7-Apr-09
145, Taylor Swift Karaoke: 1989,"Pop, Music, Adult Contemporary, Dance, Teen Pop, Country, Rock","2014 Big Machine Records, LLC", 3:29, Welcome To New York (Karaoke Version),$1.29 , Taylor Swift,8-Apr-09
146, Taylor Swift Karaoke: 1989,"Pop, Music, Adult Contemporary, Dance, Teen Pop, Country, Rock","2014 Big Machine Records, LLC", 3:48, Blank Space (Karaoke Version),$1.29 , Taylor Swift,3-Mar-15
147, Taylor Swift Karaoke: 1989,"Pop, Music, Adult Contemporary, Dance, Teen Pop, Country, Rock","2014 Big Machine Records, LLC", 3:50, Style (Karaoke Version),$1.29 , Taylor Swift,3-Mar-15
148, Taylor Swift Karaoke: 1989,"Pop, Music, Adult Contemporary, Dance, Teen Pop, Country, Rock","2014 Big Machine Records, LLC", 3:53, Out of the Woods (Karaoke Version),$1.29 , Taylor Swift,3-Mar-15
149, Taylor Swift Karaoke: 1989,"Pop, Music, Adult Contemporary, Dance, Teen Pop, Country, Rock","2014 Big Machine Records, LLC", 3:11, All You Had To Do Was Stay (Karaoke Version),$1.29 , Taylor Swift,3-Mar-15
150, Taylor Swift Karaoke: 1989,"Pop, Music, Adult Contemporary, Dance, Teen Pop, Country, Rock","2014 Big Machine Records, LLC", 3:37, Shake It Off (Karaoke Version),$1.29 , Taylor Swift,3-Mar-15
151, Taylor Swift Karaoke: 1989,"Pop, Music, Adult Contemporary, Dance, Teen Pop, Country, Rock","2014 Big Machine Records, LLC", 3:24, I Wish You Would (Karaoke Version),$1.29 , Taylor Swift,3-Mar-15
152, Taylor Swift Karaoke: 1989,"Pop, Music, Adult Contemporary, Dance, Teen Pop, Country, Rock","2014 Big Machine Records, LLC", 3:29, Bad Blood (Karaoke Version),$1.29 , Taylor Swift,3-Mar-15
153, Taylor Swift Karaoke: 1989,"Pop, Music, Adult Contemporary, Dance, Teen Pop, Country, Rock","2014 Big Machine Records, LLC", 3:38, Wildest Dreams (Karaoke Version),$1.29 , Taylor Swift,3-Mar-15
154, Taylor Swift Karaoke: 1989,"Pop, Music, Adult Contemporary, Dance, Teen Pop, Country, Rock","2014 Big Machine Records, LLC", 4:05, How You Get the Girl (Karaoke Version),$1.29 , Taylor Swift,3-Mar-15
